violation_id,raw_address,house,direction,street_name,street_type,address_key
7446421,5110 S KENWOOD AVE,5110,S,KENWOOD,AVE,5110 S KENWOOD AVE
7446578,7820 S WINCHESTER AVE,7820,S,WINCHESTER,AVE,7820 S WINCHESTER AVE
7446509,134 W 111TH ST,134,W,111TH,ST,134 W 111TH ST
7446199,5803 W RICE ST,5803,W,RICE,ST,5803 W RICE ST
7446545,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446407,4750 S MICHIGAN AVE,4750,S,MICHIGAN,AVE,4750 S MICHIGAN AVE
7446326,604 W ADDISON ST,604,W,ADDISON,ST,604 W ADDISON ST
7446341,501 E 32ND ST,501,E,32ND,ST,501 E 32ND ST
7446584,6615 S WINCHESTER AVE,6615,S,WINCHESTER,AVE,6615 S WINCHESTER AVE
7446546,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446558,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446403,4750 S MICHIGAN AVE,4750,S,MICHIGAN,AVE,4750 S MICHIGAN AVE
7446332,2458 S SAWYER AVE,2458,S,SAWYER,AVE,2458 S SAWYER AVE
7446517,134 W 111TH ST,134,W,111TH,ST,134 W 111TH ST
7446511,134 W 111TH ST,134,W,111TH,ST,134 W 111TH ST
7446549,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446577,7820 S WINCHESTER AVE,7820,S,WINCHESTER,AVE,7820 S WINCHESTER AVE
7446258,6505 N BELL AVE,6505,N,BELL,AVE,6505 N BELL AVE
7446320,4253 N KEYSTONE AVE,4253,N,KEYSTONE,AVE,4253 N KEYSTONE AVE
7446522,134 W 111TH ST,134,W,111TH,ST,134 W 111TH ST
7446401,4750 S MICHIGAN AVE,4750,S,MICHIGAN,AVE,4750 S MICHIGAN AVE
7446547,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446544,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446417,5110 S KENWOOD AVE,5110,S,KENWOOD,AVE,5110 S KENWOOD AVE
7446404,4750 S MICHIGAN AVE,4750,S,MICHIGAN,AVE,4750 S MICHIGAN AVE
7446512,134 W 111TH ST,134,W,111TH,ST,134 W 111TH ST
7446515,134 W 111TH ST,134,W,111TH,ST,134 W 111TH ST
7446368,7902 S DREXEL AVE,7902,S,DREXEL,AVE,7902 S DREXEL AVE
7446513,134 W 111TH ST,134,W,111TH,ST,134 W 111TH ST
7446439,8535 S GREEN ST,8535,S,GREEN,ST,8535 S GREEN ST
7446490,1257 N ASHLAND AVE,1257,N,ASHLAND,AVE,1257 N ASHLAND AVE
7446327,604 W ADDISON ST,604,W,ADDISON,ST,604 W ADDISON ST
7446518,134 W 111TH ST,134,W,111TH,ST,134 W 111TH ST
7446405,4750 S MICHIGAN AVE,4750,S,MICHIGAN,AVE,4750 S MICHIGAN AVE
7446442,8535 S GREEN ST,8535,S,GREEN,ST,8535 S GREEN ST
7446450,10032 S MALTA ST,10032,S,MALTA,ST,10032 S MALTA ST
7446336,5040 N LINCOLN AVE,5040,N,LINCOLN,AVE,5040 N LINCOLN AVE
7446200,5803 W RICE ST,5803,W,RICE,ST,5803 W RICE ST
7446548,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446358,925 E 46TH ST,925,E,46TH,ST,925 E 46TH ST
7446440,8535 S GREEN ST,8535,S,GREEN,ST,8535 S GREEN ST
7446322,4253 N KEYSTONE AVE,4253,N,KEYSTONE,AVE,4253 N KEYSTONE AVE
7446400,4750 S MICHIGAN AVE,4750,S,MICHIGAN,AVE,4750 S MICHIGAN AVE
7446422,5110 S KENWOOD AVE,5110,S,KENWOOD,AVE,5110 S KENWOOD AVE
7446386,408 E 113TH ST,408,E,113TH,ST,408 E 113TH ST
7446202,5803 W RICE ST,5803,W,RICE,ST,5803 W RICE ST
7446489,1257 N ASHLAND AVE,1257,N,ASHLAND,AVE,1257 N ASHLAND AVE
7446430,7039 S CHAPPEL AVE,7039,S,CHAPPEL,AVE,7039 S CHAPPEL AVE
7446447,3913 W POLK ST,3913,W,POLK,ST,3913 W POLK ST
7446357,925 E 46TH ST,925,E,46TH,ST,925 E 46TH ST
7446321,4253 N KEYSTONE AVE,4253,N,KEYSTONE,AVE,4253 N KEYSTONE AVE
7446420,5110 S KENWOOD AVE,5110,S,KENWOOD,AVE,5110 S KENWOOD AVE
7446583,6615 S WINCHESTER AVE,6615,S,WINCHESTER,AVE,6615 S WINCHESTER AVE
7446449,10032 S MALTA ST,10032,S,MALTA,ST,10032 S MALTA ST
7446406,4750 S MICHIGAN AVE,4750,S,MICHIGAN,AVE,4750 S MICHIGAN AVE
7446557,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446550,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446201,5803 W RICE ST,5803,W,RICE,ST,5803 W RICE ST
7446581,6615 S WINCHESTER AVE,6615,S,WINCHESTER,AVE,6615 S WINCHESTER AVE
7446257,6505 N BELL AVE,6505,N,BELL,AVE,6505 N BELL AVE
7446559,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446365,1020 W LAWRENCE AVE,1020,W,LAWRENCE,AVE,1020 W LAWRENCE AVE
7446492,1257 N ASHLAND AVE,1257,N,ASHLAND,AVE,1257 N ASHLAND AVE
7446491,1257 N ASHLAND AVE,1257,N,ASHLAND,AVE,1257 N ASHLAND AVE
7446328,604 W ADDISON ST,604,W,ADDISON,ST,604 W ADDISON ST
7446582,6615 S WINCHESTER AVE,6615,S,WINCHESTER,AVE,6615 S WINCHESTER AVE
7446551,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446543,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446556,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446441,8535 S GREEN ST,8535,S,GREEN,ST,8535 S GREEN ST
7446419,5110 S KENWOOD AVE,5110,S,KENWOOD,AVE,5110 S KENWOOD AVE
7446416,5110 S KENWOOD AVE,5110,S,KENWOOD,AVE,5110 S KENWOOD AVE
7446337,5040 N LINCOLN AVE,5040,N,LINCOLN,AVE,5040 N LINCOLN AVE
7446552,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446402,4750 S MICHIGAN AVE,4750,S,MICHIGAN,AVE,4750 S MICHIGAN AVE
7446553,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446554,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446418,5110 S KENWOOD AVE,5110,S,KENWOOD,AVE,5110 S KENWOOD AVE
7446488,1257 N ASHLAND AVE,1257,N,ASHLAND,AVE,1257 N ASHLAND AVE
7446555,7845 S AVALON AVE,7845,S,AVALON,AVE,7845 S AVALON AVE
7446203,5803 W RICE ST,5803,W,RICE,ST,5803 W RICE ST
7446367,7902 S DREXEL AVE,7902,S,DREXEL,AVE,7902 S DREXEL AVE
7445884,5019 W QUINCY ST,5019,W,QUINCY,ST,5019 W QUINCY ST
7445522,5901 W HURON ST,5901,W,HURON,ST,5901 W HURON ST
7446070,2110 N BISSELL ST,2110,N,BISSELL,ST,2110 N BISSELL ST
7445597,3179 W MONROE ST,3179,W,MONROE,ST,3179 W MONROE ST
7446093,4700 N MARINE DR,4700,N,MARINE,DR,4700 N MARINE DR
7446092,4700 N MARINE DR,4700,N,MARINE,DR,4700 N MARINE DR
7445498,318 N LOTUS AVE,318,N,LOTUS,AVE,318 N LOTUS AVE
7445536,1325 W FARGO AVE,1325,W,FARGO,AVE,1325 W FARGO AVE
7445483,331 N CENTRAL AVE,331,N,CENTRAL,AVE,331 N CENTRAL AVE
7446077,2112 N BISSELL ST,2112,N,BISSELL,ST,2112 N BISSELL ST
7445974,3811 W WASHINGTON BLVD,3811,W,WASHINGTON,BLVD,3811 W WASHINGTON BLVD
7445482,331 N CENTRAL AVE,331,N,CENTRAL,AVE,331 N CENTRAL AVE
7377332,4700 N MARINE DR,4700,N,MARINE,DR,4700 N MARINE DR
7445987,3435 W MONTROSE AVE,3435,W,MONTROSE,AVE,3435 W MONTROSE AVE
7446076,2112 N BISSELL ST,2112,N,BISSELL,ST,2112 N BISSELL ST
7446080,2112 N BISSELL ST,2112,N,BISSELL,ST,2112 N BISSELL ST
7446002,8 N LONG AVE,8,N,LONG,AVE,8 N LONG AVE
7445526,700 N MAYFIELD AVE,700,N,MAYFIELD,AVE,700 N MAYFIELD AVE
7445560,8 E 9TH ST,8,E,9TH,ST,8 E 9TH ST
7445500,318 N LOTUS AVE,318,N,LOTUS,AVE,318 N LOTUS AVE
7446068,2110 N BISSELL ST,2110,N,BISSELL,ST,2110 N BISSELL ST
7445949,6458 N MILWAUKEE AVE,6458,N,MILWAUKEE,AVE,6458 N MILWAUKEE AVE
7445598,3179 W MONROE ST,3179,W,MONROE,ST,3179 W MONROE ST
7446166,7851 S KEDZIE AVE,7851,S,KEDZIE,AVE,7851 S KEDZIE AVE
7445528,832 N LONG AVE,832,N,LONG,AVE,832 N LONG AVE
7445489,5901 W FILLMORE ST,5901,W,FILLMORE,ST,5901 W FILLMORE ST
7445930,5035 S EAST END AVE,5035,S,EAST END,AVE,5035 S EAST END AVE
7445545,1615 N KEYSTONE AVE,1615,N,KEYSTONE,AVE,1615 N KEYSTONE AVE
7445574,4615 N ALBANY AVE,4615,N,ALBANY,AVE,4615 N ALBANY AVE
7445982,3435 W MONTROSE AVE,3435,W,MONTROSE,AVE,3435 W MONTROSE AVE
7445595,3179 W MONROE ST,3179,W,MONROE,ST,3179 W MONROE ST
7445973,3811 W WASHINGTON BLVD,3811,W,WASHINGTON,BLVD,3811 W WASHINGTON BLVD
7446079,2112 N BISSELL ST,2112,N,BISSELL,ST,2112 N BISSELL ST
7445532,5645 W WASHINGTON BLVD,5645,W,WASHINGTON,BLVD,5645 W WASHINGTON BLVD
7400987,7851 S KEDZIE AVE,7851,S,KEDZIE,AVE,7851 S KEDZIE AVE
7445488,5901 W FILLMORE ST,5901,W,FILLMORE,ST,5901 W FILLMORE ST
7445910,4534 S DREXEL BLVD,4534,S,DREXEL,BLVD,4534 S DREXEL BLVD
7445546,1615 N KEYSTONE AVE,1615,N,KEYSTONE,AVE,1615 N KEYSTONE AVE
7445549,4949 N WHIPPLE ST,4949,N,WHIPPLE,ST,4949 N WHIPPLE ST
7445953,3620 N HERMITAGE AVE,3620,N,HERMITAGE,AVE,3620 N HERMITAGE AVE
7446005,3700 W ARMITAGE AVE,3700,W,ARMITAGE,AVE,3700 W ARMITAGE AVE
7446004,3700 W ARMITAGE AVE,3700,W,ARMITAGE,AVE,3700 W ARMITAGE AVE
7445883,5019 W QUINCY ST,5019,W,QUINCY,ST,5019 W QUINCY ST
7445975,3701 W ARTHINGTON ST,3701,W,ARTHINGTON,ST,3701 W ARTHINGTON ST
7446003,8 N LONG AVE,8,N,LONG,AVE,8 N LONG AVE
7446165,7851 S KEDZIE AVE,7851,S,KEDZIE,AVE,7851 S KEDZIE AVE
7445692,5322 N WASHTENAW AVE,5322,N,WASHTENAW,AVE,5322 N WASHTENAW AVE
7445562,6053 N CALIFORNIA AVE,6053,N,CALIFORNIA,AVE,6053 N CALIFORNIA AVE
7445989,3435 W MONTROSE AVE,3435,W,MONTROSE,AVE,3435 W MONTROSE AVE
7445529,832 N LONG AVE,832,N,LONG,AVE,832 N LONG AVE
7445501,5840 W MADISON ST,5840,W,MADISON,ST,5840 W MADISON ST
7445485,525 N AUSTIN BLVD,525,N,AUSTIN,BLVD,525 N AUSTIN BLVD
7445941,1749 N WELLS ST,1749,N,WELLS,ST,1749 N WELLS ST
7446069,2110 N BISSELL ST,2110,N,BISSELL,ST,2110 N BISSELL ST
7446164,7851 S KEDZIE AVE,7851,S,KEDZIE,AVE,7851 S KEDZIE AVE
7445495,247 N KILPATRICK AVE,247,N,KILPATRICK,AVE,247 N KILPATRICK AVE
7445976,3701 W ARTHINGTON ST,3701,W,ARTHINGTON,ST,3701 W ARTHINGTON ST
7445912,4534 S DREXEL BLVD,4534,S,DREXEL,BLVD,4534 S DREXEL BLVD
7445925,4738 S WOODLAWN AVE,4738,S,WOODLAWN,AVE,4738 S WOODLAWN AVE
7445551,410 S MORGAN ST,410,S,MORGAN,ST,410 S MORGAN ST
7445547,4205 W FULLERTON AVE,4205,W,FULLERTON,AVE,4205 W FULLERTON AVE
7445988,4923 W ADAMS ST,4923,W,ADAMS,ST,4923 W ADAMS ST
7446071,2110 N BISSELL ST,2110,N,BISSELL,ST,2110 N BISSELL ST
7446078,2112 N BISSELL ST,2112,N,BISSELL,ST,2112 N BISSELL ST
7445921,3453 W 38TH PL,3453,W,38TH,PL,3453 W 38TH PL
7445596,3179 W MONROE ST,3179,W,MONROE,ST,3179 W MONROE ST
7445492,111 N LAVERGNE AVE,111,N,LAVERGNE,AVE,111 N LAVERGNE AVE
7445486,525 N AUSTIN BLVD,525,N,AUSTIN,BLVD,525 N AUSTIN BLVD
7400986,7851 S KEDZIE AVE,7851,S,KEDZIE,AVE,7851 S KEDZIE AVE
7446086,9007 S COTTAGE GROVE AVE,9007,S,COTTAGE GROVE,AVE,9007 S COTTAGE GROVE AVE
7445559,8 E 9TH ST,8,E,9TH,ST,8 E 9TH ST
7445881,7955 S HARVARD AVE,7955,S,HARVARD,AVE,7955 S HARVARD AVE
7445491,315 S KILPATRICK AVE,315,S,KILPATRICK,AVE,315 S KILPATRICK AVE
7445951,6668 N NORTHWEST HWY,6668,N,NORTHWEST,HWY,6668 N NORTHWEST HWY
7445490,315 S KILPATRICK AVE,315,S,KILPATRICK,AVE,315 S KILPATRICK AVE
7445548,4205 W FULLERTON AVE,4205,W,FULLERTON,AVE,4205 W FULLERTON AVE
7445938,850 S WABASH AVE,850,S,WABASH,AVE,850 S WABASH AVE
7445570,6505 N CALIFORNIA AVE,6505,N,CALIFORNIA,AVE,6505 N CALIFORNIA AVE
7445899,4500 S DREXEL BLVD,4500,S,DREXEL,BLVD,4500 S DREXEL BLVD
7445558,8 E 9TH ST,8,E,9TH,ST,8 E 9TH ST
7445525,700 N MAYFIELD AVE,700,N,MAYFIELD,AVE,700 N MAYFIELD AVE
7445523,5901 W HURON ST,5901,W,HURON,ST,5901 W HURON ST
7445900,4500 S DREXEL BLVD,4500,S,DREXEL,BLVD,4500 S DREXEL BLVD
7445573,4615 N ALBANY AVE,4615,N,ALBANY,AVE,4615 N ALBANY AVE
7445895,512 E 48TH ST,512,E,48TH,ST,512 E 48TH ST
7445991,4923 W ADAMS ST,4923,W,ADAMS,ST,4923 W ADAMS ST
7445911,4534 S DREXEL BLVD,4534,S,DREXEL,BLVD,4534 S DREXEL BLVD
7445533,5645 W WASHINGTON BLVD,5645,W,WASHINGTON,BLVD,5645 W WASHINGTON BLVD
7446088,9007 S COTTAGE GROVE AVE,9007,S,COTTAGE GROVE,AVE,9007 S COTTAGE GROVE AVE
7445931,5035 S EAST END AVE,5035,S,EAST END,AVE,5035 S EAST END AVE
7446163,7851 S KEDZIE AVE,7851,S,KEDZIE,AVE,7851 S KEDZIE AVE
7445552,410 S MORGAN ST,410,S,MORGAN,ST,410 S MORGAN ST
7445502,5840 W MADISON ST,5840,W,MADISON,ST,5840 W MADISON ST
7445689,6019 S CAMPBELL AVE,6019,S,CAMPBELL,AVE,6019 S CAMPBELL AVE
7445575,1132 N LAWLER AVE,1132,N,LAWLER,AVE,1132 N LAWLER AVE
7445935,1722 E 70TH ST,1722,E,70TH,ST,1722 E 70TH ST
7445929,5035 S EAST END AVE,5035,S,EAST END,AVE,5035 S EAST END AVE
7445568,2421 W BERWYN AVE,2421,W,BERWYN,AVE,2421 W BERWYN AVE
7445942,1749 N WELLS ST,1749,N,WELLS,ST,1749 N WELLS ST
7445937,850 S WABASH AVE,850,S,WABASH,AVE,850 S WABASH AVE
7445896,512 E 48TH ST,512,E,48TH,ST,512 E 48TH ST
7445567,2421 W BERWYN AVE,2421,W,BERWYN,AVE,2421 W BERWYN AVE
7445945,7600 S STEWART AVE,7600,S,STEWART,AVE,7600 S STEWART AVE
7445576,1132 N LAWLER AVE,1132,N,LAWLER,AVE,1132 N LAWLER AVE
7445926,4738 S WOODLAWN AVE,4738,S,WOODLAWN,AVE,4738 S WOODLAWN AVE
7446161,7851 S KEDZIE AVE,7851,S,KEDZIE,AVE,7851 S KEDZIE AVE
7445553,410 S MORGAN ST,410,S,MORGAN,ST,410 S MORGAN ST
7445561,8 E 9TH ST,8,E,9TH,ST,8 E 9TH ST
7446162,7851 S KEDZIE AVE,7851,S,KEDZIE,AVE,7851 S KEDZIE AVE
7445554,6053 N CALIFORNIA AVE,6053,N,CALIFORNIA,AVE,6053 N CALIFORNIA AVE
7445493,111 N LAVERGNE AVE,111,N,LAVERGNE,AVE,111 N LAVERGNE AVE
7445550,4949 N WHIPPLE ST,4949,N,WHIPPLE,ST,4949 N WHIPPLE ST
7445516,300 N MENARD AVE,300,N,MENARD,AVE,300 N MENARD AVE
7446087,9007 S COTTAGE GROVE AVE,9007,S,COTTAGE GROVE,AVE,9007 S COTTAGE GROVE AVE
7445990,3435 W MONTROSE AVE,3435,W,MONTROSE,AVE,3435 W MONTROSE AVE
7445517,300 N MENARD AVE,300,N,MENARD,AVE,300 N MENARD AVE
7445496,247 N KILPATRICK AVE,247,N,KILPATRICK,AVE,247 N KILPATRICK AVE
7445923,2247 W CULLERTON ST,2247,W,CULLERTON,ST,2247 W CULLERTON ST
7445569,6505 N CALIFORNIA AVE,6505,N,CALIFORNIA,AVE,6505 N CALIFORNIA AVE
7445535,1325 W FARGO AVE,1325,W,FARGO,AVE,1325 W FARGO AVE
7445691,5322 N WASHTENAW AVE,5322,N,WASHTENAW,AVE,5322 N WASHTENAW AVE
7445345,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445450,131 S LAVERGNE AVE,131,S,LAVERGNE,AVE,131 S LAVERGNE AVE
7445746,400 E RANDOLPH ST,400,E,RANDOLPH,ST,400 E RANDOLPH ST
7445424,4240 W ADAMS ST,4240,W,ADAMS,ST,4240 W ADAMS ST
7445343,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445452,3907 N TRIPP AVE,3907,N,TRIPP,AVE,3907 N TRIPP AVE
7445470,3021 W CERMAK RD,3021,W,CERMAK,RD,3021 W CERMAK RD
7444902,6000 S ASHLAND AVE,6000,S,ASHLAND,AVE,6000 S ASHLAND AVE
7444983,4229 S UNION AVE,4229,S,UNION,AVE,4229 S UNION AVE
7445466,2322 N COMMONWEALTH AVE,2322,N,COMMONWEALTH,AVE,2322 N COMMONWEALTH AVE
7445397,10770 S DOTY AVE,10770,S,DOTY,AVE,10770 S DOTY AVE
7444901,6000 S ASHLAND AVE,6000,S,ASHLAND,AVE,6000 S ASHLAND AVE
7445636,7722 S THROOP ST,7722,S,THROOP,ST,7722 S THROOP ST
7445451,131 S LAVERGNE AVE,131,S,LAVERGNE,AVE,131 S LAVERGNE AVE
7445161,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7445298,6645 S PERRY AVE,6645,S,PERRY,AVE,6645 S PERRY AVE
7445747,400 E RANDOLPH ST,400,E,RANDOLPH,ST,400 E RANDOLPH ST
7446343,4424 N CLIFTON AVE,4424,N,CLIFTON,AVE,4424 N CLIFTON AVE
7445165,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7445177,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7445430,4824 W ADAMS ST,4824,W,ADAMS,ST,4824 W ADAMS ST
7445444,124 S KILPATRICK AVE,124,S,KILPATRICK,AVE,124 S KILPATRICK AVE
7445386,3709 N FRANCISCO AVE,3709,N,FRANCISCO,AVE,3709 N FRANCISCO AVE
7445505,5861 N NAGLE AVE,5861,N,NAGLE,AVE,5861 N NAGLE AVE
7445465,2322 N COMMONWEALTH AVE,2322,N,COMMONWEALTH,AVE,2322 N COMMONWEALTH AVE
7445331,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445531,5861 N NAGLE AVE,5861,N,NAGLE,AVE,5861 N NAGLE AVE
7444899,6000 S ASHLAND AVE,6000,S,ASHLAND,AVE,6000 S ASHLAND AVE
7445179,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7445332,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445639,7722 S THROOP ST,7722,S,THROOP,ST,7722 S THROOP ST
7445182,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7445361,8649 S ASHLAND AVE,8649,S,ASHLAND,AVE,8649 S ASHLAND AVE
7445521,5861 N NAGLE AVE,5861,N,NAGLE,AVE,5861 N NAGLE AVE
7445638,7722 S THROOP ST,7722,S,THROOP,ST,7722 S THROOP ST
7374245,4145 N RAVENSWOOD AVE,4145,N,RAVENSWOOD,AVE,4145 N RAVENSWOOD AVE
7445339,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7444961,5801 S ALBANY AVE,5801,S,ALBANY,AVE,5801 S ALBANY AVE
7445163,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7445870,501 S CENTRAL AVE,501,S,CENTRAL,AVE,501 S CENTRAL AVE
7445431,4824 W ADAMS ST,4824,W,ADAMS,ST,4824 W ADAMS ST
7445530,5861 N NAGLE AVE,5861,N,NAGLE,AVE,5861 N NAGLE AVE
7445637,7722 S THROOP ST,7722,S,THROOP,ST,7722 S THROOP ST
7446344,4424 N CLIFTON AVE,4424,N,CLIFTON,AVE,4424 N CLIFTON AVE
7444962,5801 S ALBANY AVE,5801,S,ALBANY,AVE,5801 S ALBANY AVE
7445427,4814 W ADAMS ST,4814,W,ADAMS,ST,4814 W ADAMS ST
7445336,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445474,3021 W CERMAK RD,3021,W,CERMAK,RD,3021 W CERMAK RD
7446190,9366 S STEWART AVE,9366,S,STEWART,AVE,9366 S STEWART AVE
7445344,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7446599,6021 N WINTHROP AVE,6021,N,WINTHROP,AVE,6021 N WINTHROP AVE
7445372,4538 N HAZEL ST,4538,N,HAZEL,ST,4538 N HAZEL ST
7445464,137 N MASON AVE,137,N,MASON,AVE,137 N MASON AVE
7445340,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445473,3021 W CERMAK RD,3021,W,CERMAK,RD,3021 W CERMAK RD
7445443,124 S KILPATRICK AVE,124,S,KILPATRICK,AVE,124 S KILPATRICK AVE
7445475,3021 W CERMAK RD,3021,W,CERMAK,RD,3021 W CERMAK RD
7445176,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7445338,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445422,501 S CENTRAL AVE,501,S,CENTRAL,AVE,501 S CENTRAL AVE
7445456,5348 N CUMBERLAND AVE,5348,N,CUMBERLAND,AVE,5348 N CUMBERLAND AVE
7445472,3021 W CERMAK RD,3021,W,CERMAK,RD,3021 W CERMAK RD
7444935,4901 N CHRISTIANA AVE,4901,N,CHRISTIANA,AVE,4901 N CHRISTIANA AVE
7445333,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445334,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445524,5861 N NAGLE AVE,5861,N,NAGLE,AVE,5861 N NAGLE AVE
7445425,4240 W ADAMS ST,4240,W,ADAMS,ST,4240 W ADAMS ST
7445337,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7374247,4145 N RAVENSWOOD AVE,4145,N,RAVENSWOOD,AVE,4145 N RAVENSWOOD AVE
7445335,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7444936,4901 N CHRISTIANA AVE,4901,N,CHRISTIANA,AVE,4901 N CHRISTIANA AVE
7445376,839 W DIVERSEY PKWY,839,W,DIVERSEY,PKWY,839 W DIVERSEY PKWY
7445341,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445527,5861 N NAGLE AVE,5861,N,NAGLE,AVE,5861 N NAGLE AVE
7445503,5861 N NAGLE AVE,5861,N,NAGLE,AVE,5861 N NAGLE AVE
7444964,5801 S ALBANY AVE,5801,S,ALBANY,AVE,5801 S ALBANY AVE
7445342,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
7445101,936 E 47TH ST,936,E,47TH,ST,936 E 47TH ST
7445428,4818 W ADAMS ST,4818,W,ADAMS,ST,4818 W ADAMS ST
7445164,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7444900,6000 S ASHLAND AVE,6000,S,ASHLAND,AVE,6000 S ASHLAND AVE
7445429,4818 W ADAMS ST,4818,W,ADAMS,ST,4818 W ADAMS ST
7445471,3021 W CERMAK RD,3021,W,CERMAK,RD,3021 W CERMAK RD
7445469,6021 N WINTHROP AVE,6021,N,WINTHROP,AVE,6021 N WINTHROP AVE
7445297,6645 S PERRY AVE,6645,S,PERRY,AVE,6645 S PERRY AVE
7445421,501 S CENTRAL AVE,501,S,CENTRAL,AVE,501 S CENTRAL AVE
7444898,6000 S ASHLAND AVE,6000,S,ASHLAND,AVE,6000 S ASHLAND AVE
7445463,137 N MASON AVE,137,N,MASON,AVE,137 N MASON AVE
7445426,4814 W ADAMS ST,4814,W,ADAMS,ST,4814 W ADAMS ST
7445288,4310 S MICHIGAN AVE,4310,S,MICHIGAN,AVE,4310 S MICHIGAN AVE
7445162,3601 S HOYNE AVE,3601,S,HOYNE,AVE,3601 S HOYNE AVE
7445454,506 S LOTUS AVE,506,S,LOTUS,AVE,506 S LOTUS AVE
7445388,5116 N ST LOUIS AVE,5116,N,ST LOUIS,AVE,5116 N ST LOUIS AVE
7445287,4310 S MICHIGAN AVE,4310,S,MICHIGAN,AVE,4310 S MICHIGAN AVE
7444946,2965 S ARCHER AVE,2965,S,ARCHER,AVE,2965 S ARCHER AVE
7445468,6021 N WINTHROP AVE,6021,N,WINTHROP,AVE,6021 N WINTHROP AVE
7374244,4145 N RAVENSWOOD AVE,4145,N,RAVENSWOOD,AVE,4145 N RAVENSWOOD AVE
7445453,3907 N TRIPP AVE,3907,N,TRIPP,AVE,3907 N TRIPP AVE
7445457,5348 N CUMBERLAND AVE,5348,N,CUMBERLAND,AVE,5348 N CUMBERLAND AVE
7445455,506 S LOTUS AVE,506,S,LOTUS,AVE,506 S LOTUS AVE
7374246,4145 N RAVENSWOOD AVE,4145,N,RAVENSWOOD,AVE,4145 N RAVENSWOOD AVE
7445296,6645 S PERRY AVE,6645,S,PERRY,AVE,6645 S PERRY AVE
7444963,5801 S ALBANY AVE,5801,S,ALBANY,AVE,5801 S ALBANY AVE
7445299,6645 S PERRY AVE,6645,S,PERRY,AVE,6645 S PERRY AVE
7445651,3728 N SOUTHPORT AVE,3728,N,SOUTHPORT,AVE,3728 N SOUTHPORT AVE
7444888,152 N MENARD AVE,152,N,MENARD,AVE,152 N MENARD AVE
7444683,120 S LA SALLE ST,120,S,LA SALLE,ST,120 S LA SALLE ST
6923608,1945 N LATROBE AVE,1945,N,LATROBE,AVE,1945 N LATROBE AVE
7444655,8653 S TRIPP AVE,8653,S,TRIPP,AVE,8653 S TRIPP AVE
7444762,6907 S CRANDON AVE,6907,S,CRANDON,AVE,6907 S CRANDON AVE
7444453,4119 S ELLIS AVE,4119,S,ELLIS,AVE,4119 S ELLIS AVE
